id,club_id,round_id,name
214900a7-58b6-4936-8174-424193ba2fc5,ec64e71a-cbdc-4ad2-b067-545d61da3bfa,356a82b4-7ec6-4132-a12a-c3e2a2eed4c4,Red
6f039b49-fcb6-4b3f-a0e1-6abb41bc0df7,ec64e71a-cbdc-4ad2-b067-545d61da3bfa,36d3fa74-bfcd-40f0-ad12-de7d7bfddebc,Green
2b0734d7-339d-4679-a583-623b2a9a5510,caaffd12-3c94-430c-9deb-d12092896087,9d4bcb8c-915c-43ea-b199-30b5f5abc67c,White
fa020324-d741-41bd-88c2-a4d21546e35b,caaffd12-3c94-430c-9deb-d12092896087,9d4bcb8c-915c-43ea-b199-30b5f5abc67c,Yellow
7f90fb2b-a539-4191-bc5e-7f787c59e1bf,caaffd12-3c94-430c-9deb-d12092896087,9d4bcb8c-915c-43ea-b199-30b5f5abc67c,Blue
0062cbf2-db5f-4a7e-9808-156f27de55b8,caaffd12-3c94-430c-9deb-d12092896087,9d4bcb8c-915c-43ea-b199-30b5f5abc67c,Red
17f30ec0-6a40-4856-b91d-41e77ad0391d,46a24713-46fb-478d-89a4-0364d83fe9dc,6b3924c4-c8d4-4354-af34-a8c70ce03c0e,Dorado
77a89dd0-d67c-4133-803a-c40adc89111d,46a24713-46fb-478d-89a4-0364d83fe9dc,6b3924c4-c8d4-4354-af34-a8c70ce03c0e,Blanco
6086f314-01c6-453d-9d1c-c054e0d66e82,46a24713-46fb-478d-89a4-0364d83fe9dc,6b3924c4-c8d4-4354-af34-a8c70ce03c0e,Amarillo
fd31db4c-244c-4f24-8521-cc8b4406c17e,46a24713-46fb-478d-89a4-0364d83fe9dc,6b3924c4-c8d4-4354-af34-a8c70ce03c0e,Azul
fa293f31-e1e2-40aa-a106-f179024f9293,46a24713-46fb-478d-89a4-0364d83fe9dc,6b3924c4-c8d4-4354-af34-a8c70ce03c0e,Rojo
17a0adee-baad-4b38-bbb0-78c7bccba4f6,b1ccbfc7-1f82-4a33-bedf-d54a3fee98eb,d8f48a9d-d5cd-49af-b124-0856c2c1cdfa,Yellow
da6cf771-dead-419c-a6b5-08f04077c914,b1ccbfc7-1f82-4a33-bedf-d54a3fee98eb,d8f48a9d-d5cd-49af-b124-0856c2c1cdfa,Black
113ab86f-d816-49d7-8d00-5174cc40e90f,cb6d11d7-1ff3-4919-887c-d709501ef65f,5759b501-1b0b-4596-8c97-14be8da5ccc7,Yellow
d9c744a8-d67b-4528-a71c-603459b54771,d1d5f718-206d-433d-b62c-e37f0d82d87a,ee65fdcd-2ff0-4024-ba80-0d4eb4cdf869,Yellow
cc1c34a0-beae-47c2-9ee9-b5e7e4527ff3,d1d5f718-206d-433d-b62c-e37f0d82d87a,ee65fdcd-2ff0-4024-ba80-0d4eb4cdf869,Blue
200759e4-100b-4011-b98e-5a3248e92a7a,d1d5f718-206d-433d-b62c-e37f0d82d87a,ee65fdcd-2ff0-4024-ba80-0d4eb4cdf869,Red
3880faaa-cf62-4179-9459-4054b8a330a0,d1d5f718-206d-433d-b62c-e37f0d82d87a,05ac36d3-598a-4491-93f4-95038a23677a,White 64
95117c51-7e72-4e3c-ae68-cdc7f6d90bd9,d1d5f718-206d-433d-b62c-e37f0d82d87a,05ac36d3-598a-4491-93f4-95038a23677a,Yellow 59
35c74803-ed85-4865-ac95-05083bbe39ce,d1d5f718-206d-433d-b62c-e37f0d82d87a,05ac36d3-598a-4491-93f4-95038a23677a,Blue 54
c04a7417-c81f-4ede-bd68-0497795860d5,d1d5f718-206d-433d-b62c-e37f0d82d87a,05ac36d3-598a-4491-93f4-95038a23677a,Red 51
1c59d976-0414-4f1f-873f-d912dfff3508,1c785d74-0489-433e-bbb0-3b7d4c6f28e4,5909caa5-9140-4754-a61c-77d0b3c3158d,White
9408b6d3-f45b-4dd2-a406-56a86277e578,1c785d74-0489-433e-bbb0-3b7d4c6f28e4,5909caa5-9140-4754-a61c-77d0b3c3158d,Yellow
48f72379-c7ac-4889-b7da-593478175535,1c785d74-0489-433e-bbb0-3b7d4c6f28e4,5909caa5-9140-4754-a61c-77d0b3c3158d,Blue
c648c8ca-2a54-4109-92ab-e311810048c8,1c785d74-0489-433e-bbb0-3b7d4c6f28e4,5909caa5-9140-4754-a61c-77d0b3c3158d,Red
61ef4560-7c27-4c01-a3e4-0081c6e1f147,d8ef380c-064a-470c-ad0d-1a945e8a3b6c,dc333ef0-9719-4769-a321-38355c01aff5,White
95c5849a-85c4-4647-a6e0-578ecaef857e,d8ef380c-064a-470c-ad0d-1a945e8a3b6c,dc333ef0-9719-4769-a321-38355c01aff5,Yellow
d3205249-2191-4e4f-a7b3-30b9eb2167e5,d8ef380c-064a-470c-ad0d-1a945e8a3b6c,dc333ef0-9719-4769-a321-38355c01aff5,Blue
b7a4cbbf-2d5f-4d90-bdbe-67c18e1c89cd,d8ef380c-064a-470c-ad0d-1a945e8a3b6c,dc333ef0-9719-4769-a321-38355c01aff5,Red
67cc9e06-7fb9-41aa-8f66-026260f132aa,6fd33c30-5a60-4f11-802d-144d76f67902,84351b51-bff7-48e2-a81f-d4947e2cd441,White
9fe7af5a-4640-4158-9cbf-e2fd58f23511,6fd33c30-5a60-4f11-802d-144d76f67902,84351b51-bff7-48e2-a81f-d4947e2cd441,Yellow
730c6b09-6fc0-46fb-8a90-7a37c0f9bd2a,6fd33c30-5a60-4f11-802d-144d76f67902,84351b51-bff7-48e2-a81f-d4947e2cd441,Blue
b8ebbe55-5dfa-4b20-bd82-4194b9f22e42,6fd33c30-5a60-4f11-802d-144d76f67902,84351b51-bff7-48e2-a81f-d4947e2cd441,Red
6121137e-eeec-4033-b370-f8fe2d2f233b,3d412649-b028-4bdf-b2a4-7f9d6a48c626,83941f2b-c10e-4e25-9ac6-853c1f7dcdd6,White
ec2991c4-5c29-4d64-a09b-02301cc764c2,3d412649-b028-4bdf-b2a4-7f9d6a48c626,83941f2b-c10e-4e25-9ac6-853c1f7dcdd6,Yellow
9dc56fad-b797-4557-9d9c-77c0ddfdef2c,3d412649-b028-4bdf-b2a4-7f9d6a48c626,83941f2b-c10e-4e25-9ac6-853c1f7dcdd6,Blue
42f37f2f-2945-4b77-b517-65be11bb7b02,3d412649-b028-4bdf-b2a4-7f9d6a48c626,83941f2b-c10e-4e25-9ac6-853c1f7dcdd6,Red
f96c5ef9-5191-45cb-9ec9-e56bf0323877,fc56036a-d794-455e-a63a-6430fc38c8bc,84086da2-1473-47b7-80c0-dad128d44ef5,White
d604483d-2419-44d5-95f8-25677f631e2c,fc56036a-d794-455e-a63a-6430fc38c8bc,84086da2-1473-47b7-80c0-dad128d44ef5,Yellow
4c0b4a0c-c790-4f2a-b77a-151b0ba42ae7,fc56036a-d794-455e-a63a-6430fc38c8bc,84086da2-1473-47b7-80c0-dad128d44ef5,Blue
03e49c40-0a1a-4c15-b2d0-3778f14cb2bd,fc56036a-d794-455e-a63a-6430fc38c8bc,84086da2-1473-47b7-80c0-dad128d44ef5,Red
ee940c5d-59f3-4af8-9c7c-ccb060a41a3d,156635ce-925f-4ebd-87de-5ff1bb8945ce,38f238cd-9c6b-4f5b-b744-f38625b4b63f,Yellow
284b9d34-567e-4fca-b8b4-004a48b89a16,156635ce-925f-4ebd-87de-5ff1bb8945ce,38f238cd-9c6b-4f5b-b744-f38625b4b63f,Red
