round_id,club_id,number,par,tees
9f5f3878-a169-49e2-b5a8-a0018a24ae7d,675004f1-d448-4664-8d62-065a3cf8586d,13,5,"{""c542c80a-1e98-4f5d-bb4b-0caddacd5ba1"": ""131"", ""7b070109-f417-4e75-bc1d-fdfe40c9b7ae"": ""422"", ""76c3ad71-6316-4353-b039-9cc8f1dac809"": ""109"", ""693f1516-6eb2-45f1-94ce-728502d778e0"": {""distance"": ""101"", ""par"": ""5""}}"
9f5f3878-a169-49e2-b5a8-a0018a24ae7d,675004f1-d448-4664-8d62-065a3cf8586d,14,4,"{""c542c80a-1e98-4f5d-bb4b-0caddacd5ba1"": ""329"", ""7b070109-f417-4e75-bc1d-fdfe40c9b7ae"": ""368"", ""76c3ad71-6316-4353-b039-9cc8f1dac809"": ""257"", ""693f1516-6eb2-45f1-94ce-728502d778e0"": {""distance"": ""257"", ""par"": ""4""}}"
9f5f3878-a169-49e2-b5a8-a0018a24ae7d,675004f1-d448-4664-8d62-065a3cf8586d,15,4,"{""c542c80a-1e98-4f5d-bb4b-0caddacd5ba1"": ""377"", ""7b070109-f417-4e75-bc1d-fdfe40c9b7ae"": ""312"", ""76c3ad71-6316-4353-b039-9cc8f1dac809"": ""357"", ""693f1516-6eb2-45f1-94ce-728502d778e0"": {""distance"": ""296"", ""par"": ""4""}}"
9f5f3878-a169-49e2-b5a8-a0018a24ae7d,675004f1-d448-4664-8d62-065a3cf8586d,16,3,"{""c542c80a-1e98-4f5d-bb4b-0caddacd5ba1"": ""168"", ""7b070109-f417-4e75-bc1d-fdfe40c9b7ae"": ""160"", ""76c3ad71-6316-4353-b039-9cc8f1dac809"": ""114"", ""693f1516-6eb2-45f1-94ce-728502d778e0"": {""distance"": ""89"", ""par"": ""3""}}"
9f5f3878-a169-49e2-b5a8-a0018a24ae7d,675004f1-d448-4664-8d62-065a3cf8586d,17,5,"{""c542c80a-1e98-4f5d-bb4b-0caddacd5ba1"": ""484"", ""7b070109-f417-4e75-bc1d-fdfe40c9b7ae"": ""413"", ""76c3ad71-6316-4353-b039-9cc8f1dac809"": ""410"", ""693f1516-6eb2-45f1-94ce-728502d778e0"": {""distance"": ""376"", ""par"": ""5""}}"
9f5f3878-a169-49e2-b5a8-a0018a24ae7d,675004f1-d448-4664-8d62-065a3cf8586d,18,4,"{""c542c80a-1e98-4f5d-bb4b-0caddacd5ba1"": ""180"", ""7b070109-f417-4e75-bc1d-fdfe40c9b7ae"": ""318"", ""76c3ad71-6316-4353-b039-9cc8f1dac809"": ""145"", ""693f1516-6eb2-45f1-94ce-728502d778e0"": {""distance"": ""126"", ""par"": ""4""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,1,5,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""455"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""440"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""434"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""421"", ""par"": ""5""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,2,4,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""380"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""355"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""336"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""316"", ""par"": ""4""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,3,4,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""369"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""335"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""300"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""300"", ""par"": ""4""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,4,3,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""131"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""125"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""109"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""101"", ""par"": ""3""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,5,4,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""329"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""301"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""257"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""257"", ""par"": ""4""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,6,4,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""377"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""369"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""357"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""296"", ""par"": ""4""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,7,3,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""168"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""150"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""114"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""89"", ""par"": ""3""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,8,5,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""484"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""449"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""410"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""376"", ""par"": ""5""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,9,3,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""180"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""165"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""145"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""126"", ""par"": ""3""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,10,4,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""374"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""350"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""323"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""309"", ""par"": ""4""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,11,3,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""172"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""160"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""140"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""140"", ""par"": ""3""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,12,5,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""463"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""441"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""397"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""391"", ""par"": ""5""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,13,5,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""442"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""420"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""380"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""364"", ""par"": ""5""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,14,3,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""132"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""113"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""80"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""80"", ""par"": ""3""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,15,4,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""349"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""341"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""244"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""222"", ""par"": ""4""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,16,4,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""326"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""301"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""367"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""261"", ""par"": ""4""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,17,4,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""364"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""347"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""316"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""284"", ""par"": ""4""}}"
8cd273cc-1765-4ea7-bd3b-fec37f278d26,675004f1-d448-4664-8d62-065a3cf8586d,18,4,"{""bb5816ce-fc56-4223-a3e2-f5ce52172460"": ""310"", ""1af88d01-701c-4e00-840e-16ed9675ea7d"": ""288"", ""955f8cb9-2ee3-4703-8a44-3fc050025042"": ""256"", ""f405bd1d-c1a7-479d-ac9c-d5b759a38648"": {""distance"": ""239"", ""par"": ""4""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,1,5,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""455"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""440"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""434"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""421"", ""par"": ""5""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,2,4,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""380"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""355"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""336"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""316"", ""par"": ""4""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,3,4,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""369"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""335"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""300"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""300"", ""par"": ""4""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,4,3,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""131"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""125"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""109"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""101"", ""par"": ""3""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,5,4,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""329"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""301"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""257"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""257"", ""par"": ""4""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,6,4,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""377"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""369"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""357"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""296"", ""par"": ""4""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,7,3,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""168"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""150"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""114"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""89"", ""par"": ""3""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,8,5,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""484"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""449"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""410"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""376"", ""par"": ""5""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,9,3,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""180"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""165"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""145"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""126"", ""par"": ""3""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,10,4,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""455"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""344"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""434"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""421"", ""par"": ""4""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,11,3,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""380"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""153"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""336"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""316"", ""par"": ""3""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,12,4,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""369"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""351"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""300"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""300"", ""par"": ""4""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,13,5,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""131"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""422"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""109"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""101"", ""par"": ""5""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,14,4,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""329"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""368"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""257"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""257"", ""par"": ""4""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,15,4,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""377"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""312"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""357"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""296"", ""par"": ""4""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,16,3,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""168"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""160"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""114"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""89"", ""par"": ""3""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,17,5,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""484"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""413"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""410"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""376"", ""par"": ""5""}}"
8c789882-226f-4b3e-a25d-6cd8bc46689a,675004f1-d448-4664-8d62-065a3cf8586d,18,4,"{""2ad94faa-8be1-49dc-901b-36748e73b7cd"": ""180"", ""ce8b6071-0df1-4dea-958e-4b74818dfc1f"": ""318"", ""895caa8e-4b05-48b0-bff7-72a089aa6216"": ""145"", ""a4137428-e770-47eb-b9b6-36b41a1cb0de"": {""distance"": ""126"", ""par"": ""4""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,1,4,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""374"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""350"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""323"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""309"", ""par"": ""4""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,2,3,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""172"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""160"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""140"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""140"", ""par"": ""3""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,3,5,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""463"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""441"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""397"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""391"", ""par"": ""5""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,4,5,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""442"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""420"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""380"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""364"", ""par"": ""5""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,5,3,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""132"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""113"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""80"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""80"", ""par"": ""3""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,6,4,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""349"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""341"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""244"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""222"", ""par"": ""4""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,7,4,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""326"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""301"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""367"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""261"", ""par"": ""4""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,8,4,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""364"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""347"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""316"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""284"", ""par"": ""4""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,9,4,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""310"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""288"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""256"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""239"", ""par"": ""4""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,10,4,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""455"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""344"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""317"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""314"", ""par"": ""4""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,11,3,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""380"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""153"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""124"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""120"", ""par"": ""3""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,12,4,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""369"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""351"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""340"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""321"", ""par"": ""4""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,13,5,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""131"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""422"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""390"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""381"", ""par"": ""5""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,14,4,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""329"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""368"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""343"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""301"", ""par"": ""4""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,15,4,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""377"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""312"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""253"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""248"", ""par"": ""4""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,16,3,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""168"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""160"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""150"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""136"", ""par"": ""3""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,17,5,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""484"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""413"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""407"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""353"", ""par"": ""5""}}"
64b7e56f-dafb-4d9d-bf94-2ca4337b88cc,675004f1-d448-4664-8d62-065a3cf8586d,18,4,"{""444434af-219a-4449-8a5f-53549d9077b3"": ""180"", ""f2eacfe5-3a62-4a29-bf23-c0456f930076"": ""318"", ""f0fe7559-4dcc-4b26-a50a-711b0c513b6e"": ""306"", ""e3aa897a-100b-432d-a724-b37ef567c4ca"": {""distance"": ""268"", ""par"": ""4""}}"
95c439a0-7a2e-4da5-9b5f-284cfe0dac6d,0dad6cd7-905b-443f-b82f-bddba4f37178,1,5,"{""12e02405-2f43-4db5-9f3a-da6bf8e61cee"": ""-"", ""d92bbce9-8cc5-4985-813d-7683a976fa9c"": ""-"", ""b8ad9776-f298-47f7-a98f-201f02e20065"": ""-"", ""7ccc4838-392c-4494-8f8d-f70f51361409"": ""-"", ""5f935762-a64a-478d-8b3b-294fde16828c"": {""distance"": ""-"", ""par"": ""5""}}"
95c439a0-7a2e-4da5-9b5f-284cfe0dac6d,0dad6cd7-905b-443f-b82f-bddba4f37178,2,4,"{""12e02405-2f43-4db5-9f3a-da6bf8e61cee"": ""-"", ""d92bbce9-8cc5-4985-813d-7683a976fa9c"": ""-"", ""b8ad9776-f298-47f7-a98f-201f02e20065"": ""-"", ""7ccc4838-392c-4494-8f8d-f70f51361409"": ""-"", ""5f935762-a64a-478d-8b3b-294fde16828c"": {""distance"": ""-"", ""par"": ""4""}}"
95c439a0-7a2e-4da5-9b5f-284cfe0dac6d,0dad6cd7-905b-443f-b82f-bddba4f37178,3,4,"{""12e02405-2f43-4db5-9f3a-da6bf8e61cee"": ""-"", ""d92bbce9-8cc5-4985-813d-7683a976fa9c"": ""-"", ""b8ad9776-f298-47f7-a98f-201f02e20065"": ""-"", ""7ccc4838-392c-4494-8f8d-f70f51361409"": ""-"", ""5f935762-a64a-478d-8b3b-294fde16828c"": {""distance"": ""-"", ""par"": ""4""}}"
95c439a0-7a2e-4da5-9b5f-284cfe0dac6d,0dad6cd7-905b-443f-b82f-bddba4f37178,4,3,"{""12e02405-2f43-4db5-9f3a-da6bf8e61cee"": ""-"", ""d92bbce9-8cc5-4985-813d-7683a976fa9c"": ""-"", ""b8ad9776-f298-47f7-a98f-201f02e20065"": ""-"", ""7ccc4838-392c-4494-8f8d-f70f51361409"": ""-"", ""5f935762-a64a-478d-8b3b-294fde16828c"": {""distance"": ""-"", ""par"": ""3""}}"
