round_id,club_id,number,par,tees
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,1,4,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""319"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""280"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""309"", ""par"": ""4""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,2,4,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""323"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""297"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""316"", ""par"": ""4""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,3,5,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""495"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""435"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""488"", ""par"": ""5""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,4,4,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""375"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""326"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""360"", ""par"": ""4""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,5,3,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""168"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""112"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""115"", ""par"": ""3""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,6,4,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""328"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""317"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""325"", ""par"": ""4""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,7,5,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""456"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""383"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""446"", ""par"": ""5""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,8,3,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""176"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""151"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""171"", ""par"": ""3""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,9,4,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""325"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""256"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""317"", ""par"": ""4""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,10,4,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""319"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""295"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""309"", ""par"": ""4""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,11,4,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""322"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""306"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""316"", ""par"": ""4""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,12,5,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""495"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""435"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""488"", ""par"": ""5""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,13,4,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""370"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""326"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""359"", ""par"": ""4""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,14,3,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""130"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""113"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""121"", ""par"": ""3""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,15,4,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""344"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""327"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""339"", ""par"": ""4""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,16,5,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""456"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""383"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""446"", ""par"": ""5""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,17,3,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""115"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""88"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""110"", ""par"": ""3""}}"
07fde5f1-63b2-439e-9c2c-cebc92cd962c,13b48d48-e5c7-4e3c-8661-4a8c73392797,18,4,"{""be6a10d5-8493-42bc-927e-17fba150b09b"": ""362"", ""a3d6ecb7-d610-45c0-a250-14b428fc7965"": ""311"", ""935b94d8-3ef5-42f2-8fdd-24c81fce5353"": {""distance"": ""342"", ""par"": ""4""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,1,4,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""319"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""293"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""276"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""256"", ""par"": ""4""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,2,4,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""356"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""287"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""251"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""226"", ""par"": ""4""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,3,5,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""525"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""502"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""477"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""451"", ""par"": ""5""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,4,3,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""210"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""182"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""173"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""142"", ""par"": ""3""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,5,4,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""307"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""300"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""291"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""284"", ""par"": ""4""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,6,5,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""443"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""423"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""395"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""370"", ""par"": ""5""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,7,3,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""141"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""130"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""120"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""108"", ""par"": ""3""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,8,4,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""413"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""387"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""351"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""326"", ""par"": ""4""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,9,4,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""413"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""390"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""356"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""323"", ""par"": ""4""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,10,5,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""483"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""463"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""444"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""422"", ""par"": ""5""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,11,4,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""343"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""324"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""305"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""286"", ""par"": ""4""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,12,3,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""180"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""152"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""135"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""103"", ""par"": ""3""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,13,4,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""279"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""276"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""258"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""234"", ""par"": ""4""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,14,3,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""193"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""147"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""127"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""124"", ""par"": ""3""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,15,4,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""378"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""349"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""316"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""287"", ""par"": ""4""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,16,4,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""384"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""349"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""327"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""298"", ""par"": ""4""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,17,5,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""502"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""452"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""426"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""363"", ""par"": ""5""}}"
6f06a7f2-77a0-4a5d-a890-4f0a7ed1d6f8,fed0b0c7-d9e8-4ae9-a216-45e19d405ee6,18,4,"{""06381c89-05c4-49ba-9c6c-3d320d3f1ccd"": ""403"", ""f0de8e09-0b3c-43db-957d-a44f845e75fc"": ""385"", ""83b74ddc-3dc7-4f0f-b96c-d1c6479974ee"": ""369"", ""fef89c13-5332-4ef7-9b7f-ed9ee8ed419e"": {""distance"": ""334"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,1,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,2,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,3,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,4,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,5,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,6,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,7,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,8,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,9,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,10,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,11,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,12,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,13,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,14,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,15,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,16,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,17,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
f35e9646-4e8e-49f7-a644-7415308f095f,78737794-4ed2-4253-b0c0-d8cc577eb599,18,4,"{""1f9f9438-9b5d-473a-b82c-cf506426f3f0"": ""-"", ""099b9338-980c-438c-9a70-8476ec14ddb3"": ""-"", ""8f204ae0-1634-49b4-b966-5acf16ffa5ed"": ""-"", ""19df7755-4e44-4e24-ae54-c3afc53f59f2"": {""distance"": ""-"", ""par"": ""4""}}"
8ac96137-4447-47c6-9053-5f56b5a90e96,11627635-5fc7-4880-b8ca-e86ffb7741d8,1,4,"{""1c3d39b3-51bd-4c71-a012-619d41344c14"": ""401"", ""80a53917-c97c-4eef-b25c-3d08728079b3"": ""401"", ""78d7457b-6c25-49cc-942d-ac893c8c1848"": {""distance"": ""362"", ""handicap"": ""4""}, ""5c64e983-d2a3-4340-9a1c-05bc66213081"": ""313"", ""9fbf0462-76a8-44f6-9895-01016bcfbcd9"": {""distance"": ""275"", ""par"": ""4""}}"
8ac96137-4447-47c6-9053-5f56b5a90e96,11627635-5fc7-4880-b8ca-e86ffb7741d8,2,4,"{""1c3d39b3-51bd-4c71-a012-619d41344c14"": ""357"", ""80a53917-c97c-4eef-b25c-3d08728079b3"": ""322"", ""78d7457b-6c25-49cc-942d-ac893c8c1848"": {""distance"": ""260"", ""handicap"": ""10""}, ""5c64e983-d2a3-4340-9a1c-05bc66213081"": ""242"", ""9fbf0462-76a8-44f6-9895-01016bcfbcd9"": {""distance"": ""222"", ""par"": ""4""}}"
8ac96137-4447-47c6-9053-5f56b5a90e96,11627635-5fc7-4880-b8ca-e86ffb7741d8,3,3,"{""1c3d39b3-51bd-4c71-a012-619d41344c14"": ""199"", ""80a53917-c97c-4eef-b25c-3d08728079b3"": ""174"", ""78d7457b-6c25-49cc-942d-ac893c8c1848"": {""distance"": ""148"", ""handicap"": ""7""}, ""5c64e983-d2a3-4340-9a1c-05bc66213081"": ""124"", ""9fbf0462-76a8-44f6-9895-01016bcfbcd9"": {""distance"": ""103"", ""par"": ""3""}}"
8ac96137-4447-47c6-9053-5f56b5a90e96,11627635-5fc7-4880-b8ca-e86ffb7741d8,4,4,"{""1c3d39b3-51bd-4c71-a012-619d41344c14"": ""401"", ""80a53917-c97c-4eef-b25c-3d08728079b3"": ""377"", ""78d7457b-6c25-49cc-942d-ac893c8c1848"": {""distance"": ""337"", ""handicap"": ""9""}, ""5c64e983-d2a3-4340-9a1c-05bc66213081"": ""275"", ""9fbf0462-76a8-44f6-9895-01016bcfbcd9"": {""distance"": ""236"", ""par"": ""4""}}"
8ac96137-4447-47c6-9053-5f56b5a90e96,11627635-5fc7-4880-b8ca-e86ffb7741d8,5,5,"{""1c3d39b3-51bd-4c71-a012-619d41344c14"": ""481"", ""80a53917-c97c-4eef-b25c-3d08728079b3"": ""481"", ""78d7457b-6c25-49cc-942d-ac893c8c1848"": {""distance"": ""455"", ""handicap"": ""5""}, ""5c64e983-d2a3-4340-9a1c-05bc66213081"": ""426"", ""9fbf0462-76a8-44f6-9895-01016bcfbcd9"": {""distance"": ""391"", ""par"": ""5""}}"
8ac96137-4447-47c6-9053-5f56b5a90e96,11627635-5fc7-4880-b8ca-e86ffb7741d8,6,4,"{""1c3d39b3-51bd-4c71-a012-619d41344c14"": ""435"", ""80a53917-c97c-4eef-b25c-3d08728079b3"": ""389"", ""78d7457b-6c25-49cc-942d-ac893c8c1848"": {""distance"": ""338"", ""handicap"": ""6""}, ""5c64e983-d2a3-4340-9a1c-05bc66213081"": ""281"", ""9fbf0462-76a8-44f6-9895-01016bcfbcd9"": {""distance"": ""255"", ""par"": ""4""}}"
8ac96137-4447-47c6-9053-5f56b5a90e96,11627635-5fc7-4880-b8ca-e86ffb7741d8,7,4,"{""1c3d39b3-51bd-4c71-a012-619d41344c14"": ""358"", ""80a53917-c97c-4eef-b25c-3d08728079b3"": ""345"", ""78d7457b-6c25-49cc-942d-ac893c8c1848"": {""distance"": ""310"", ""handicap"": ""11""}, ""5c64e983-d2a3-4340-9a1c-05bc66213081"": ""275"", ""9fbf0462-76a8-44f6-9895-01016bcfbcd9"": {""distance"": ""222"", ""par"": ""4""}}"
8ac96137-4447-47c6-9053-5f56b5a90e96,11627635-5fc7-4880-b8ca-e86ffb7741d8,8,3,"{""1c3d39b3-51bd-4c71-a012-619d41344c14"": ""165"", ""80a53917-c97c-4eef-b25c-3d08728079b3"": ""154"", ""78d7457b-6c25-49cc-942d-ac893c8c1848"": {""distance"": ""154"", ""handicap"": ""18""}, ""5c64e983-d2a3-4340-9a1c-05bc66213081"": ""127"", ""9fbf0462-76a8-44f6-9895-01016bcfbcd9"": {""distance"": ""106"", ""par"": ""3""}}"
8ac96137-4447-47c6-9053-5f56b5a90e96,11627635-5fc7-4880-b8ca-e86ffb7741d8,9,5,"{""1c3d39b3-51bd-4c71-a012-619d41344c14"": ""542"", ""80a53917-c97c-4eef-b25c-3d08728079b3"": ""474"", ""78d7457b-6c25-49cc-942d-ac893c8c1848"": {""distance"": ""459"", ""handicap"": ""1""}, ""5c64e983-d2a3-4340-9a1c-05bc66213081"": ""398"", ""9fbf0462-76a8-44f6-9895-01016bcfbcd9"": {""distance"": ""367"", ""par"": ""5""}}"
